,totalIncome,famSize,ageYrs,yrsEmpl,UNEMPLOYED,ApprStatus,genderR,ownsCarR,ownsRealtyR,eduLvlR,incomeTypeR,housingTypeR,famStatusR
127,67500,2,52,14,1,0,1,0,0,1,0,1,1
128,252000,2,30,6,1,0,1,1,0,1,0,1,1
129,180000,2,58,0,1,1,1,0,0,3,1,1,1
130,135000,2,54,14,1,0,0,0,0,1,1,1,1
131,135000,2,54,14,1,1,0,0,0,1,1,1,1
133,180000,2,41,1,1,1,1,1,0,0,1,1,0
134,180000,2,41,1,1,0,1,1,0,0,1,1,0
135,115290,2,64,0,0,1,1,1,0,1,2,1,1
136,115290,2,64,0,0,0,1,1,0,1,2,1,1
137,225000,4,31,4,1,1,0,0,0,0,0,1,1
138,135000,3,26,3,1,0,1,1,0,1,0,1,1
141,279000,1,31,8,1,0,1,0,0,0,3,1,2
142,279000,1,31,8,1,1,1,0,0,0,3,1,2
143,76500,3,35,1,1,1,0,0,0,0,0,1,0
144,202500,2,57,0,1,0,1,0,0,1,1,1,1
145,202500,2,57,0,1,1,1,0,0,1,1,1,1
146,67500,4,29,1,1,0,0,0,0,0,1,1,1
147,234000,2,39,6,1,1,1,0,0,2,0,1,1
148,90000,1,53,1,1,0,0,0,0,1,0,1,2
149,90000,1,53,1,1,1,0,0,0,1,0,1,2
150,81000,2,54,2,1,0,0,0,0,1,0,1,0
151,108000,1,23,3,1,1,1,0,0,1,0,4,2
152,108000,1,23,3,1,0,1,0,0,1,0,4,2
153,99000,2,55,0,0,0,1,0,0,1,2,1,1
154,198000,1,24,3,1,0,1,0,0,1,0,3,2
155,360000,2,41,3,1,1,1,1,0,0,3,2,1
156,135000,2,55,0,0,1,0,0,0,1,2,1,1
157,76500,2,65,0,0,1,0,0,0,1,2,1,1
158,76500,2,65,0,0,0,0,0,0,1,2,1,1
159,90000,2,26,4,1,0,0,0,0,1,3,1,1
160,270000,2,38,2,1,0,0,1,0,2,1,1,0
161,81000,2,40,9,1,0,1,1,0,1,0,3,1
162,81000,2,40,9,1,1,1,1,0,1,0,3,1
163,202500,2,48,3,1,1,0,0,0,0,3,1,1
164,202500,2,48,3,1,0,0,0,0,0,3,1,1
167,180000,2,37,12,1,0,0,0,0,0,1,1,1
168,180000,2,37,12,1,1,0,0,0,0,1,1,1
169,135000,2,34,2,1,1,0,0,0,1,0,2,1
170,135000,4,27,7,1,1,0,0,0,1,0,1,1
171,135000,2,45,17,1,0,1,1,0,1,1,1,1
172,135000,2,45,17,1,1,1,1,0,1,1,1,1
173,270000,2,33,3,1,1,1,1,0,1,1,1,1
174,270000,2,33,3,1,0,1,1,0,1,1,1,1
175,202500,2,45,13,1,0,0,0,0,0,0,1,1
176,202500,2,45,13,1,1,0,0,0,0,0,1,1
177,157500,2,47,7,1,1,0,0,0,2,0,1,1
178,157500,2,47,7,1,0,0,0,0,2,0,1,1
179,180000,4,35,5,1,0,1,1,0,2,0,1,1
180,180000,4,35,5,1,1,1,1,0,2,0,1,1
181,112500,2,33,3,1,0,1,1,0,1,0,4,3
182,157500,2,38,2,1,1,0,1,0,1,1,1,1
183,157500,2,38,2,1,0,0,1,0,1,1,1,1
184,216000,2,43,2,1,1,1,1,0,1,0,1,1
185,202500,2,43,4,1,1,0,1,0,1,1,1,1
188,157500,1,56,0,0,1,0,0,0,1,2,1,4
189,157500,1,56,0,0,0,0,0,0,1,2,1,4
190,180000,2,42,8,1,1,1,1,0,1,0,1,1
191,180000,2,42,8,1,0,1,1,0,1,0,1,1
192,315000,2,47,2,1,1,0,1,0,1,0,1,1
193,315000,2,47,2,1,0,0,1,0,1,0,1,1
194,112500,2,59,0,0,1,0,0,0,1,2,1,1
195,112500,2,59,0,0,0,0,0,0,1,2,1,1
196,90000,1,32,1,1,1,0,0,0,1,0,1,3
197,45000,1,40,2,1,0,0,0,0,1,0,1,3
198,225000,2,24,5,1,0,0,1,0,1,0,1,1
199,112500,1,65,0,0,1,0,0,0,1,2,0,2
200,144000,2,48,2,1,0,0,1,0,1,0,1,1
201,144000,2,48,2,1,1,0,1,0,1,0,1,1
202,315000,2,37,7,1,1,0,1,0,0,1,1,1
203,112500,3,36,10,1,0,0,0,0,1,0,1,1
204,144000,4,34,2,1,0,0,0,0,1,0,1,1
205,144000,4,34,2,1,1,0,0,0,1,0,1,1
206,225000,2,48,0,0,1,1,1,0,1,2,1,1
207,135000,2,53,0,1,1,1,1,0,1,0,1,1
208,135000,2,53,0,1,0,1,1,0,1,0,1,1
209,238500,2,53,9,1,1,0,0,0,1,0,1,1
210,238500,2,53,9,1,0,0,0,0,1,0,1,1
211,112500,2,28,5,1,1,0,0,0,1,0,1,1
212,144000,3,28,0,1,0,1,1,0,2,0,1,1
213,90000,2,59,0,0,1,0,0,0,1,2,1,1
214,90000,2,59,0,0,0,0,0,0,1,2,1,1
215,202500,1,24,2,1,1,1,0,0,1,1,3,2
216,202500,1,24,2,1,0,1,0,0,1,1,3,2
217,117000,1,41,10,1,1,1,0,0,1,0,1,2
220,225000,1,28,4,1,1,1,0,0,0,0,1,2
221,126000,1,53,0,0,1,0,0,0,1,2,1,3
222,126000,1,53,0,0,0,0,0,0,1,2,1,3
223,135000,2,44,1,1,0,0,0,0,1,1,1,0
224,90000,1,60,0,0,1,0,0,0,1,2,1,4
225,153000,1,64,0,0,1,0,0,0,1,2,1,3
226,153000,1,64,0,0,0,0,0,0,1,2,1,3
228,139500,2,58,0,0,0,0,0,0,1,2,1,1
229,139500,2,58,0,0,1,0,0,0,1,2,1,1
230,157500,2,32,0,1,0,0,0,0,0,0,1,1
231,157500,2,32,0,1,1,0,0,0,0,0,1,1
232,135000,2,31,1,1,0,0,1,0,1,0,3,0
233,135000,2,31,1,1,1,0,1,0,1,0,3,0
234,180000,1,26,4,1,0,1,0,0,1,0,1,2
235,180000,1,26,4,1,1,1,0,0,1,0,1,2
236,225000,1,53,12,1,0,0,0,0,1,0,1,2
237,225000,1,53,12,1,1,0,0,0,1,0,1,2
238,135000,2,28,6,1,1,0,0,0,0,0,1,1
239,135000,2,28,6,1,0,0,0,0,0,0,1,1
240,292500,2,37,3,1,1,1,1,0,1,0,1,1
241,292500,2,37,3,1,0,1,1,0,1,0,1,1
243,99000,2,41,12,1,0,0,1,0,1,0,1,1
244,99000,2,41,12,1,1,0,1,0,1,0,1,1
245,135000,2,34,6,1,0,0,0,0,1,0,1,1
246,315000,2,38,1,1,0,0,1,0,0,1,1,1
247,315000,2,38,1,1,1,0,1,0,0,1,1,1
248,315000,2,38,1,1,0,0,1,0,0,2,1,1
249,270000,1,25,4,1,1,1,1,0,0,0,1,2
250,270000,1,25,4,1,0,1,1,0,0,0,1,2
251,135000,1,39,8,1,0,1,0,0,1,0,1,3
252,135000,1,39,8,1,1,1,0,0,1,0,1,3
254,198000,1,61,0,0,0,0,0,0,1,2,1,4
255,198000,1,61,0,0,1,0,0,0,1,2,1,4
256,382500,2,43,10,1,1,0,1,0,0,0,1,1
257,382500,2,43,10,1,0,0,1,0,0,0,1,1
258,202500,3,33,8,1,0,0,0,0,1,0,1,1
259,202500,3,33,8,1,1,0,0,0,1,0,1,1
260,99000,2,41,14,1,1,0,1,0,1,0,1,1
261,99000,2,41,14,1,0,0,1,0,1,0,1,1
262,112500,2,44,1,1,0,0,0,0,1,0,1,1
263,112500,2,44,1,1,1,0,0,0,1,0,1,1
264,166500,2,29,4,1,1,1,1,0,0,0,3,1
265,166500,2,29,4,1,0,1,1,0,0,0,3,1
266,135000,2,36,15,1,1,0,0,0,1,3,1,0
267,202500,2,35,1,1,1,1,1,0,1,0,1,0
268,81000,1,50,4,1,1,0,0,0,1,1,1,3
269,180000,2,44,0,1,1,1,1,0,1,0,1,1
270,225000,2,34,1,1,1,1,0,0,0,1,1,0
271,99000,2,28,1,1,1,0,0,0,0,1,1,1
272,99000,2,28,1,1,0,0,0,0,0,1,1,1
273,360000,1,29,1,1,0,1,1,0,1,1,3,3
274,360000,1,29,1,1,1,1,1,0,1,1,3,3
275,225000,2,40,3,1,0,1,1,0,0,0,0,0
276,225000,2,40,3,1,1,1,1,0,0,0,0,0
279,157500,4,43,3,1,1,0,0,1,0,3,1,1
280,157500,4,43,3,1,0,0,0,1,0,3,1,1
281,144000,4,27,5,1,0,0,0,1,1,0,2,1
282,157500,2,60,0,0,0,0,0,1,1,2,1,0
283,157500,2,60,0,0,1,0,0,1,1,2,1,0
284,270000,1,37,3,1,1,1,1,1,1,0,1,2
285,157500,3,33,6,1,0,0,1,0,0,0,1,1
286,180000,2,61,0,0,0,0,0,0,1,2,1,1
287,90000,4,31,1,1,0,0,1,1,0,3,1,1
288,90000,4,31,1,1,1,0,1,1,0,3,1,1
289,202500,2,53,10,1,1,1,1,0,1,0,1,1
290,202500,2,53,10,1,0,1,1,0,1,0,1,1
291,99000,4,35,1,1,1,0,0,1,0,1,1,1
292,99000,4,35,1,1,0,0,0,1,0,1,1,1
295,157500,4,30,6,1,0,0,0,1,1,0,1,1
296,135000,1,24,4,1,0,0,0,1,2,0,1,2
297,99000,4,35,0,0,0,0,1,0,1,2,1,1
298,90000,4,35,12,1,1,0,1,1,1,3,1,1
299,90000,4,35,12,1,0,0,1,1,1,3,1,1
300,90000,2,64,0,0,1,1,0,1,1,2,1,0
303,135000,3,46,8,1,1,0,1,1,1,0,1,1
304,135000,3,46,8,1,0,0,1,1,1,0,1,1
305,180000,2,57,10,1,0,0,1,1,1,3,1,1
306,180000,2,57,10,1,1,0,1,1,1,3,1,1
309,157500,4,41,6,1,1,1,1,0,1,0,5,1
310,135000,2,47,10,1,1,0,0,1,2,0,1,1
311,360000,3,39,1,1,0,1,1,1,1,1,1,1
312,360000,3,39,1,1,1,1,1,1,1,1,1,1
313,157500,3,34,7,1,1,0,1,0,1,0,1,1
314,157500,4,34,5,1,1,0,0,1,1,3,1,1
315,157500,4,34,5,1,0,0,0,1,1,3,1,1
316,157500,2,64,0,0,0,1,1,1,1,2,1,1
317,112500,3,30,9,1,0,0,0,1,2,3,1,0
318,112500,3,30,9,1,1,0,0,1,2,3,1,0
319,112500,2,36,1,1,0,0,1,1,1,1,1,3
320,112500,2,36,1,1,1,0,1,1,1,1,1,3
321,99000,1,30,6,1,1,0,0,0,0,1,3,2
322,135000,2,57,6,1,0,0,0,1,1,0,1,1
323,135000,2,57,6,1,1,0,0,1,1,0,1,1
324,85500,2,61,0,0,0,1,1,1,1,2,1,1
325,292500,2,60,0,0,1,0,0,1,1,2,1,0
326,292500,2,60,0,0,0,0,0,1,1,2,1,0
329,90000,2,51,8,1,1,0,0,1,1,0,1,1
330,90000,2,51,8,1,0,0,0,1,1,0,1,1
331,112500,1,47,6,1,1,1,1,1,1,0,1,2
332,112500,2,46,12,1,1,0,0,1,1,0,1,1
333,112500,2,46,12,1,0,0,0,1,1,0,1,1
335,279000,1,31,1,1,1,0,0,1,0,3,1,2
336,157500,2,46,9,1,1,0,0,1,1,0,1,1
337,157500,4,35,3,1,1,1,1,0,1,0,2,1
338,157500,4,35,3,1,0,1,1,0,1,0,2,1
339,135000,2,58,0,1,1,1,0,1,1,0,1,1
340,135000,2,58,0,1,0,1,0,1,1,0,1,1
341,112500,1,23,2,1,1,0,1,1,2,0,3,2
342,225000,2,29,4,1,0,0,0,0,1,1,1,1
343,225000,2,29,4,1,1,0,0,0,1,1,1,1
344,306000,4,38,10,1,1,0,1,1,0,3,1,1
345,166500,2,62,0,0,1,0,0,1,1,2,1,1
346,135000,2,61,0,0,1,0,1,1,1,2,1,1
347,135000,2,61,0,0,0,0,1,1,1,2,1,1
348,202500,1,59,0,0,0,0,1,1,0,2,1,4
349,202500,1,59,0,0,1,0,1,1,0,2,1,4
350,67500,3,43,5,1,1,0,0,1,1,3,2,1
351,180000,1,23,1,1,0,1,0,1,1,0,1,2
352,315000,2,39,2,1,1,1,1,1,1,0,1,1
353,315000,2,39,2,1,0,1,1,1,1,0,1,1
354,202500,3,42,14,1,1,0,1,1,1,0,1,1
355,270000,4,36,5,1,1,0,0,1,1,0,1,1
356,270000,4,36,5,1,0,0,0,1,1,0,1,1
357,112500,2,64,0,0,0,1,1,1,1,2,1,1
358,112500,2,64,0,0,1,1,1,1,1,2,1,1
359,157500,3,35,15,1,0,0,1,1,1,0,1,1
360,157500,3,35,15,1,1,0,1,1,1,0,1,1
363,252000,2,61,4,1,0,1,1,1,1,0,1,1
364,252000,2,61,4,1,1,1,1,1,1,0,1,1
365,135000,2,51,5,1,0,0,0,1,1,3,1,1
366,135000,2,59,1,1,0,0,0,1,1,1,1,1
367,90000,2,25,2,1,0,1,0,1,1,0,1,1
368,225000,4,51,11,1,0,1,1,1,1,1,1,0
369,225000,4,51,11,1,1,1,1,1,1,1,1,0
370,247500,2,46,18,1,1,1,0,0,1,0,1,2
371,76500,2,43,13,1,1,0,0,1,1,1,1,1
372,76500,2,43,13,1,0,0,0,1,1,1,1,1
373,126000,2,64,0,0,1,0,1,1,1,2,1,1
374,360000,2,50,3,1,1,1,0,1,1,0,1,1
375,135000,1,64,0,0,1,0,0,1,0,2,1,2
376,135000,1,64,0,0,0,0,0,1,0,2,1,2
377,135000,2,28,5,1,1,1,1,1,3,0,3,1
378,135000,2,28,5,1,0,1,1,1,3,0,3,1
379,135000,2,38,10,1,0,0,0,1,0,1,1,1
380,202500,2,52,2,1,1,1,1,1,0,1,1,1
381,202500,2,52,2,1,0,1,1,1,0,1,1,1
384,315000,2,60,5,1,1,1,1,1,2,1,1,1
385,225000,2,46,11,1,1,1,1,1,1,0,1,1
386,225000,2,46,11,1,0,1,1,1,1,0,1,1
387,225000,2,56,2,1,1,1,1,1,1,0,1,1
388,225000,2,56,2,1,0,1,1,1,1,0,1,1
390,67500,3,41,9,1,0,0,1,1,1,0,1,0
393,126000,2,56,0,0,1,0,0,1,1,2,1,1
394,99000,1,28,3,1,0,0,0,1,1,0,1,2
395,99000,1,28,3,1,1,0,0,1,1,0,1,2
396,135000,2,41,5,1,0,0,0,1,1,1,1,1
397,189000,2,56,17,1,0,0,0,1,1,1,1,1
398,189000,2,56,17,1,1,0,0,1,1,1,1,1
399,157500,2,65,0,0,1,0,0,1,1,2,1,1
400,112500,3,42,5,1,0,0,1,1,1,1,1,1
401,112500,3,42,5,1,1,0,1,1,1,1,1,1
402,135000,2,26,0,1,0,1,0,0,0,1,1,1
403,135000,2,26,0,1,1,1,0,0,0,1,1,1
404,216000,2,63,0,0,1,0,0,0,1,2,1,1
405,216000,2,63,0,0,0,0,0,0,1,2,1,1
406,328500,2,55,5,1,0,0,0,1,1,1,1,1
407,126000,1,23,2,1,1,0,0,0,1,0,3,2
408,180000,3,29,3,1,1,1,1,0,2,3,3,1
409,310500,1,36,3,1,1,0,0,1,0,3,1,2
412,90000,1,34,5,1,1,1,1,0,1,1,1,2
413,90000,1,34,5,1,0,1,1,0,1,1,1,2
414,157500,2,27,5,1,1,0,1,1,0,0,1,3
415,157500,2,27,5,1,0,0,1,1,0,0,1,3
416,270000,2,66,0,0,0,0,1,1,1,2,1,1
417,270000,2,66,0,0,1,0,1,1,1,2,1,1
420,225000,3,39,4,1,0,0,1,1,0,0,1,1
421,225000,3,39,4,1,1,0,1,1,0,0,1,1
422,202500,2,60,0,0,0,0,0,1,1,2,1,1
423,202500,2,60,0,0,1,0,0,1,1,2,1,1
424,270000,2,37,8,1,1,1,1,0,1,0,1,3
425,270000,2,37,8,1,0,1,1,0,1,0,1,3
426,67500,2,43,0,1,1,0,0,1,1,0,1,1
427,67500,2,43,0,1,0,0,0,1,1,0,1,1
428,180000,3,31,0,1,0,0,1,0,1,0,1,1
429,180000,3,31,0,1,1,0,1,0,1,0,1,1
430,90000,2,59,0,0,0,0,0,1,1,2,1,1
431,90000,2,59,0,0,1,0,0,1,1,2,1,1
432,202500,2,63,0,0,0,0,0,1,1,2,1,1
433,202500,2,63,0,0,1,0,0,1,1,2,1,1
434,157500,2,37,15,1,1,0,1,1,1,0,1,1
435,157500,2,37,15,1,0,0,1,1,1,0,1,1
436,171000,2,52,10,1,1,0,0,1,0,4,1,1
437,157500,3,35,1,1,1,0,1,1,1,0,1,1
438,157500,3,35,1,1,0,0,1,1,1,0,1,1
441,135000,2,36,0,1,1,1,1,1,0,1,1,0
442,315000,4,38,0,1,0,1,1,1,0,0,1,1
443,315000,4,38,0,1,1,1,1,1,0,0,1,1
444,112500,2,55,0,0,1,1,1,1,1,2,1,1
445,112500,2,55,0,0,0,1,1,1,1,2,1,1
446,270000,4,38,12,1,0,0,1,0,0,3,1,1
447,270000,4,38,12,1,1,0,1,0,0,3,1,1
448,202500,3,28,0,1,1,1,1,1,1,0,1,1
449,202500,3,28,0,1,0,1,1,1,1,0,1,1
450,90000,2,39,0,1,0,0,0,0,1,0,0,3
451,135000,1,48,6,1,1,0,1,1,1,0,1,2
452,135000,1,48,6,1,0,0,1,1,1,0,1,2
453,157500,3,38,11,1,0,0,1,1,1,1,1,1
454,112500,2,28,4,1,1,1,1,1,1,0,1,1
457,76500,2,56,0,0,1,0,0,1,1,2,1,0
458,76500,2,56,0,0,0,0,0,1,1,2,1,0
459,90000,2,58,3,1,0,1,1,1,1,0,1,1
460,135000,4,39,8,1,1,0,1,0,1,0,1,1
461,135000,4,39,8,1,0,0,1,0,1,0,1,1
462,315000,1,50,8,1,1,0,1,1,1,1,1,3
463,315000,1,50,8,1,0,0,1,1,1,1,1,3
464,135000,2,44,7,1,1,1,1,1,1,1,1,1
465,135000,2,44,7,1,0,1,1,1,1,1,1,1
466,121500,2,28,4,1,1,0,1,1,0,0,1,1
467,121500,2,28,4,1,0,0,1,1,0,0,1,1
468,247500,3,31,4,1,0,1,1,1,1,0,1,1
469,247500,3,31,4,1,1,1,1,1,1,0,1,1
470,72000,3,39,5,1,0,0,0,0,0,1,1,1
471,135000,2,57,1,1,1,1,1,0,1,0,1,1
472,135000,2,57,1,1,0,1,1,0,1,0,1,1
473,180000,3,47,9,1,1,1,1,1,1,0,1,1
474,180000,3,47,9,1,0,1,1,1,1,0,1,1
475,112500,2,63,0,0,1,0,0,1,1,2,1,1
476,112500,2,63,0,0,0,0,0,1,1,2,1,1
477,247500,3,30,2,1,0,0,0,1,2,1,1,1
478,90000,4,33,12,1,0,0,0,1,0,0,1,1
479,90000,4,33,12,1,1,0,0,1,0,0,1,1
480,65250,1,55,0,0,0,0,0,1,1,2,1,4
481,65250,1,55,0,0,1,0,0,1,1,2,1,4
482,184500,2,51,3,1,1,0,0,1,1,0,1,1
483,90000,2,58,3,1,1,0,0,1,1,0,1,0
484,90000,2,58,3,1,0,0,0,1,1,0,1,0
485,103500,2,61,0,0,0,0,0,1,2,2,1,1
486,103500,2,61,0,0,1,0,0,1,2,2,1,1
487,180000,1,54,5,1,1,0,0,1,1,0,1,2
488,180000,1,54,5,1,0,0,0,1,1,0,1,2
489,180000,2,35,1,1,1,0,1,1,1,0,1,0
490,180000,2,35,1,1,0,0,1,1,1,0,1,0
491,180000,2,53,0,0,0,0,0,0,1,2,2,1
492,180000,2,53,0,0,1,0,0,0,1,2,2,1
493,157500,2,53,0,0,0,1,0,1,1,2,1,1
494,67500,4,33,4,1,0,0,1,1,0,0,1,1
495,112500,3,25,1,1,0,1,0,0,1,0,1,1
496,180000,1,31,2,1,1,1,1,0,0,0,1,2
497,270000,4,37,11,1,1,1,1,1,1,0,1,1
498,270000,4,37,11,1,0,1,1,1,1,0,1,1
499,180000,2,47,8,1,0,1,1,1,1,0,1,1
500,180000,2,47,8,1,1,1,1,1,1,0,1,1
502,225000,4,36,1,1,0,0,0,1,1,0,1,0
503,189000,2,57,2,1,0,1,1,1,1,0,1,1
504,189000,2,57,2,1,1,1,1,1,1,0,1,1
505,292500,2,29,6,1,0,1,1,1,0,0,1,1
506,292500,2,29,6,1,1,1,1,1,0,0,1,1
507,99000,1,57,0,1,1,1,1,1,1,0,1,2
508,99000,1,57,0,1,0,1,1,1,1,0,1,2
509,202500,2,34,1,1,0,1,0,0,2,1,3,0
510,292500,4,39,8,1,0,0,1,1,0,1,1,1
511,292500,4,39,8,1,1,0,1,1,0,1,1,1
512,202500,2,44,13,1,0,1,1,0,1,0,1,1
513,202500,2,44,13,1,1,1,1,0,1,0,1,1
514,180000,4,38,16,1,0,1,0,1,1,0,1,1
515,180000,4,38,16,1,1,1,0,1,1,0,1,1
516,135000,2,59,2,1,1,0,0,1,1,0,1,1
517,135000,2,59,2,1,0,0,0,1,1,0,1,1
518,157500,2,33,13,1,0,0,0,1,1,0,1,0
519,157500,2,33,13,1,1,0,0,1,1,0,1,0
521,67500,2,59,0,0,1,0,1,1,2,2,1,1
522,162000,2,62,0,0,1,0,0,1,1,2,1,1
523,162000,2,62,0,0,0,0,0,1,1,2,1,1
524,112500,2,39,0,1,0,0,1,1,0,0,1,2
525,112500,2,39,0,1,1,0,1,1,0,0,1,2
526,135000,1,31,11,1,1,1,0,1,1,0,1,2
527,135000,1,31,11,1,0,1,0,1,1,0,1,2
528,360000,2,43,9,1,1,0,0,0,1,0,1,1
