,totalIncome,famSize,ageYrs,yrsEmpl,UNEMPLOYED,ApprStatus,ownsCarR,ownsRealtyR,eduLvlR,incomeTypeR,housingTypeR,famStatusR,genderR
59,135000.0,1.0,64.0,0.0,0,1,0,1,1,2,1,4,0
60,225000.0,1.0,54.0,5.212974941306118,1,0,0,1,2,0,1,2,0
61,157500.0,1.0,52.0,1.2539614092007365,1,0,0,1,1,0,1,2,0
62,180000.0,2.0,43.0,4.443623072342348,1,1,1,1,1,0,1,0,0
63,81000.0,4.0,45.0,26.680903783103005,1,1,0,1,1,0,1,1,0
64,121500.0,1.0,31.0,10.60391383806649,1,0,0,1,0,1,0,2,0
65,315000.0,2.0,36.0,9.930388714347316,1,0,1,1,0,1,1,1,0
66,115200.0,4.0,41.0,1.960341417003772,1,1,0,1,1,1,1,1,0
67,180000.0,4.0,36.0,3.794739111686072,1,0,1,1,1,0,1,1,0
68,225000.0,2.0,62.0,0.0,0,1,0,1,1,2,1,1,0
69,135000.0,3.0,47.0,4.262921209881107,1,1,0,1,1,0,1,1,0
70,180000.0,4.0,35.0,8.742137073314305,1,0,1,0,0,0,1,1,0
71,360000.0,2.0,49.0,9.74147313086511,1,0,0,1,0,1,1,0,0
72,283500.0,2.0,49.0,13.90856759550162,1,1,0,0,1,1,2,1,0
73,202500.0,1.0,64.0,0.0,0,1,0,0,0,2,1,2,0
74,306000.0,4.0,38.0,10.855801282709432,1,1,1,1,0,3,1,1,0
75,450000.0,2.0,31.0,9.202105450488371,1,1,0,0,0,0,1,1,0
76,135000.0,3.0,37.0,0.3750932599574255,1,1,0,1,0,1,1,1,0
77,90000.0,2.0,45.0,10.67783732725518,1,0,0,0,1,0,1,1,0
78,90000.0,1.0,38.0,2.406620259142898,1,1,0,1,1,0,1,2,0
79,180000.0,5.0,44.0,20.263249758721944,1,0,0,1,0,3,1,1,0
80,112500.0,2.0,53.0,14.045462945851044,1,1,0,1,1,0,1,1,0
81,135000.0,3.0,42.0,5.659253783445245,1,1,1,1,1,0,1,1,0
82,360000.0,2.0,32.0,5.508668898060877,1,1,1,1,0,0,1,0,0
83,225000.0,2.0,60.0,7.036421007960464,1,0,0,0,0,1,1,1,0
84,60750.0,1.0,51.0,5.6756812254871765,1,1,0,1,1,0,1,4,0
85,67500.0,2.0,61.0,0.0,0,0,0,1,0,2,1,1,0
86,135000.0,2.0,36.0,5.593544015277521,1,1,0,0,0,0,1,3,0
87,67500.0,1.0,65.0,0.0,0,0,0,1,1,2,1,4,0
88,202500.0,2.0,41.0,3.507258875952278,1,1,1,0,1,1,1,1,0
89,162000.0,1.0,64.0,0.0,0,1,1,0,1,2,1,2,0
90,103500.0,5.0,43.0,8.095991019665018,1,0,0,1,1,0,1,1,0
91,315000.0,2.0,48.0,0.533891866362759,1,0,0,1,1,1,1,1,0
92,180000.0,3.0,34.0,4.47647795642621,1,1,0,1,0,0,1,1,0
93,171000.0,2.0,48.0,4.51207074751706,1,1,0,0,1,0,1,1,0
94,247500.0,2.0,51.0,5.782459598759728,1,0,0,1,0,0,1,1,0
95,112500.0,2.0,61.0,0.0,0,0,0,1,0,2,1,1,0
96,148500.0,1.0,57.0,0.0,0,0,0,0,1,2,1,4,0
97,85500.0,1.0,66.0,0.0,0,0,0,0,1,2,1,3,0
98,157500.0,3.0,36.0,10.762712444471823,1,0,0,1,1,1,1,1,0
99,180000.0,3.0,35.0,3.592133993168922,1,1,0,1,1,0,1,1,0
100,270000.0,2.0,41.0,9.30067010273996,1,1,0,1,2,1,1,1,0
101,112500.0,2.0,39.0,6.535384025681568,1,0,1,0,1,0,1,1,0
102,135000.0,2.0,62.0,8.180866136881662,1,0,0,0,1,1,1,1,0
103,90000.0,2.0,49.0,0.8405374511454718,1,1,1,1,1,0,1,1,0
104,58500.0,3.0,27.0,2.93503631149168,1,0,0,1,1,0,1,0,0
105,157500.0,2.0,48.0,5.974113089248924,1,0,0,1,1,1,1,1,0
106,450000.0,1.0,56.0,8.468346372615454,1,1,0,1,0,3,1,2,0
107,112500.0,3.0,25.0,1.149920942935173,1,0,1,1,0,0,1,1,0
108,180000.0,3.0,55.0,28.720644503309444,1,0,0,1,1,0,1,1,0
109,135000.0,2.0,53.0,0.3477141898875404,1,0,0,1,1,0,1,1,0
110,94500.0,2.0,50.0,28.37566822042889,1,0,1,1,1,0,1,1,0
111,202500.0,2.0,30.0,4.093170975447819,1,0,0,1,0,0,1,1,0
112,180000.0,2.0,31.0,9.5060131282641,1,1,1,0,0,1,1,1,0
113,135000.0,2.0,56.0,0.0,0,0,0,1,1,2,1,1,0
114,135000.0,2.0,64.0,9.913961272305386,1,0,0,1,0,1,1,1,0
115,211500.0,2.0,61.0,0.0,0,1,0,1,1,2,1,1,0
116,216000.0,2.0,41.0,11.846923619239272,1,1,1,0,1,1,1,1,0
117,135000.0,2.0,51.0,4.673607260929383,1,1,0,0,1,1,2,1,0
118,81000.0,2.0,53.0,0.2984318637617473,1,1,0,1,1,0,1,1,0
119,90000.0,2.0,47.0,8.764040329370212,1,1,1,1,1,1,1,1,0
120,99000.0,1.0,53.0,7.197957521372786,1,1,0,1,0,0,2,2,0
121,117000.0,2.0,47.0,20.01410022108599,1,0,0,0,1,0,1,1,0
122,189000.0,2.0,40.0,2.8994435204008293,1,0,0,1,1,0,1,1,0
123,37800.0,5.0,36.0,0.0,0,0,0,1,1,2,1,1,0
124,135000.0,2.0,50.0,31.636515465752204,1,1,0,1,1,1,1,1,0
125,315000.0,4.0,36.0,0.8460132651594489,1,1,0,0,0,1,1,1,0
126,166500.0,2.0,62.0,0.0,0,1,0,1,1,2,1,1,0
127,315000.0,3.0,45.0,21.845760008761303,1,1,1,1,1,1,2,1,0
128,157500.0,1.0,45.0,0.2628390726708967,1,0,1,0,2,0,3,2,0
129,247500.0,1.0,47.0,11.428023847170032,1,1,1,0,0,3,1,2,0
130,76500.0,3.0,28.0,2.012361650136553,1,0,0,0,1,0,1,1,0
131,216000.0,4.0,35.0,13.380151543152836,1,1,1,1,0,0,1,1,0
132,202500.0,3.0,39.0,12.794239443657297,1,0,0,1,1,0,1,1,0
133,103500.0,5.0,43.0,8.095991019665018,1,1,0,1,1,0,1,1,0
134,76500.0,2.0,49.0,12.597110139154124,1,0,0,1,1,0,1,1,0
135,157500.0,1.0,52.0,5.180120057222257,1,0,0,1,1,0,1,2,0
136,180000.0,4.0,31.0,7.950881948294626,1,0,0,0,1,3,5,1,0
137,225000.0,2.0,44.0,10.932462678905113,1,1,0,1,1,3,1,2,0
138,247500.0,3.0,38.0,11.762048502022628,1,1,0,1,0,1,1,1,0
139,180000.0,1.0,40.0,2.885753985365887,1,1,0,1,1,0,1,2,0
140,157500.0,2.0,47.0,2.532563981464369,1,0,0,1,1,1,1,1,0
141,54000.0,1.0,63.0,0.0,0,0,0,1,1,2,1,4,0
142,225000.0,1.0,35.0,1.678336995283955,1,1,1,0,1,0,1,4,0
143,189000.0,3.0,40.0,6.217786812870901,1,1,0,0,0,0,1,1,0
144,135000.0,2.0,64.0,0.0,0,1,1,0,1,2,1,1,0
145,270000.0,2.0,29.0,1.5469174589485069,1,1,1,0,0,0,1,1,0
146,103500.0,3.0,44.0,1.133493500893242,1,1,0,1,1,0,1,1,0
147,180000.0,2.0,53.0,3.334770734512002,1,0,0,1,1,0,1,1,0
148,225000.0,3.0,42.0,23.72122630854843,1,1,0,1,1,0,1,1,0
149,112500.0,2.0,42.0,4.013771672245152,1,0,0,0,1,1,1,1,0
150,85500.0,4.0,38.0,12.662819907321849,1,1,0,0,0,1,1,1,0
151,90000.0,2.0,47.0,20.10445115231661,1,0,0,1,1,0,1,1,0
152,162000.0,3.0,35.0,8.51215288472727,1,0,0,0,2,0,1,0,0
153,81000.0,4.0,38.0,7.551147525274304,1,1,1,1,1,0,1,1,0
154,144000.0,1.0,42.0,4.84335749536267,1,0,0,1,1,0,1,2,0
155,315000.0,3.0,40.0,2.9268225904707146,1,0,1,0,0,0,1,1,0
156,135000.0,3.0,38.0,3.2088270121905307,1,1,0,0,1,1,3,1,0
157,157500.0,2.0,56.0,5.150003080145383,1,0,0,0,1,0,1,0,0
158,225000.0,2.0,65.0,0.0,0,0,0,1,1,2,1,0,0
159,103500.0,2.0,58.0,0.0,0,1,0,1,1,2,1,1,0
160,72000.0,2.0,42.0,0.6215048905863912,1,0,1,0,1,0,1,1,0
161,180000.0,3.0,30.0,4.265659116888095,1,1,0,0,1,1,2,0,0
162,90000.0,2.0,46.0,2.4476888642477257,1,0,0,1,1,0,1,1,0
163,144000.0,1.0,42.0,4.84335749536267,1,1,0,1,1,0,1,2,0
164,315000.0,2.0,38.0,6.004230066325797,1,1,0,1,0,1,1,2,0
165,81000.0,2.0,45.0,3.969965160133336,1,1,1,0,1,0,1,1,0
166,247500.0,1.0,64.0,0.0,0,0,0,1,1,2,1,2,0
167,112500.0,4.0,34.0,0.4106860510482761,1,0,1,0,1,0,1,1,0
168,193500.0,2.0,61.0,27.803445655968293,1,0,0,1,1,3,5,1,0
169,90000.0,2.0,68.0,0.0,0,1,0,1,1,2,1,1,0
170,90000.0,4.0,36.0,10.012525924556972,1,0,1,0,1,0,1,1,0
171,157500.0,2.0,60.0,0.0,0,0,0,1,1,2,1,0,0
172,229500.0,3.0,31.0,4.84335749536267,1,1,0,1,0,3,1,1,0
173,126000.0,2.0,60.0,6.965235425778763,1,0,0,1,1,0,1,1,0
174,135000.0,2.0,54.0,0.0,0,1,0,1,3,2,1,1,0
175,90000.0,1.0,60.0,4.178046092664463,1,0,0,0,0,0,1,3,0
176,144000.0,2.0,62.0,0.0,0,1,0,1,1,2,1,1,0
177,112500.0,2.0,59.0,0.0,0,1,0,0,1,2,2,1,0
178,157500.0,1.0,47.0,3.345722362539956,1,0,0,1,1,1,1,3,0
179,405000.0,3.0,38.0,4.594207957726716,1,0,1,0,1,0,0,1,0
180,121500.0,3.0,42.0,8.591552187929937,1,1,0,1,1,0,1,1,0
181,225000.0,1.0,31.0,0.3750932599574255,1,1,1,1,0,0,0,3,0
182,405000.0,2.0,36.0,12.599848046161112,1,0,1,0,1,0,1,1,0
183,135000.0,2.0,31.0,2.3655516540380708,1,0,0,0,1,1,1,1,0
184,112500.0,2.0,62.0,0.0,0,0,0,0,1,2,1,1,0
185,202500.0,2.0,62.0,0.0,0,1,0,1,1,2,1,1,0
186,180000.0,2.0,56.0,0.0,0,0,0,1,0,2,1,1,0
187,202500.0,2.0,36.0,6.045298671430625,1,0,0,1,0,1,1,1,0
188,360000.0,2.0,32.0,5.508668898060877,1,0,1,1,0,0,1,0,0
189,225000.0,2.0,35.0,3.200613291169565,1,1,0,1,0,1,1,0,0
190,135000.0,2.0,62.0,0.0,0,1,0,1,3,2,1,1,0
191,166500.0,3.0,56.0,21.99360698713868,1,1,0,1,1,0,1,1,0
192,81000.0,3.0,42.0,5.514144712074854,1,0,1,0,1,0,1,1,0
193,517500.0,2.0,45.0,19.636269054121577,1,0,1,1,0,3,1,1,0
194,157500.0,2.0,65.0,0.0,0,0,0,1,3,2,1,1,0
195,157500.0,2.0,60.0,0.0,0,1,0,1,1,2,1,1,0
196,180000.0,2.0,33.0,7.764704271819408,1,1,0,1,0,1,1,1,0
197,103500.0,2.0,56.0,4.629800748817567,1,1,0,1,1,0,1,1,0
198,157500.0,2.0,39.0,18.261839736613343,1,1,0,0,1,0,2,1,0
199,65250.0,1.0,55.0,0.0,0,0,0,1,1,2,1,4,0
200,112500.0,4.0,41.0,5.839955645906486,1,0,0,1,0,0,1,1,0
201,81000.0,2.0,52.0,27.97319589040158,1,1,0,1,1,0,1,0,0
202,67500.0,4.0,39.0,0.6790009377331498,1,0,0,0,1,0,2,1,0
203,90000.0,3.0,51.0,0.0,0,0,0,0,1,2,1,1,0
204,135000.0,1.0,44.0,1.0924248957884146,1,1,0,1,0,1,1,3,0
205,180000.0,2.0,49.0,0.0,0,0,0,1,1,2,1,1,0
206,135000.0,1.0,54.0,6.113746346605337,1,0,0,1,1,1,1,4,0
207,112500.0,3.0,38.0,1.946651881968829,1,0,0,1,1,0,1,1,0
208,108000.0,1.0,45.0,4.87895028645352,1,1,0,1,1,0,1,3,0
209,202500.0,1.0,32.0,4.432671444314394,1,1,0,0,1,0,1,2,0
210,427500.0,2.0,55.0,6.863932866520188,1,1,1,1,0,0,1,1,0
211,135000.0,4.0,33.0,7.838627761008097,1,1,1,1,1,0,1,1,0
212,112500.0,1.0,53.0,19.84708789365969,1,0,0,0,1,0,1,3,0
213,256500.0,2.0,38.0,2.932298404484692,1,0,1,1,1,1,1,1,0
214,270000.0,2.0,53.0,20.025051849113943,1,1,1,0,0,1,1,1,0
215,171000.0,2.0,60.0,0.0,0,1,0,0,1,2,1,1,0
216,270000.0,4.0,39.0,3.802952832707037,1,0,0,1,1,0,1,1,0
217,112500.0,2.0,58.0,0.0,0,0,0,0,1,2,1,1,0
218,144000.0,2.0,58.0,0.0,0,0,0,0,1,2,1,1,0
219,112500.0,5.0,34.0,8.430015674517614,1,0,0,0,0,0,1,1,0
220,157500.0,4.0,41.0,3.3511981765539334,1,0,0,1,1,1,1,1,0
221,337500.0,2.0,37.0,3.069193754834117,1,0,0,1,1,1,1,2,0
222,90000.0,1.0,24.0,0.533891866362759,1,0,0,0,0,0,3,2,0
223,135000.0,2.0,43.0,9.122706147285708,1,0,0,1,2,3,1,1,0
224,157500.0,1.0,40.0,0.7584002409358166,1,0,0,1,1,0,1,2,0
225,157500.0,2.0,43.0,0.2628390726708967,1,0,0,1,1,1,1,3,0
226,225000.0,4.0,39.0,9.919437086319364,1,0,1,1,0,1,1,1,0
227,135000.0,4.0,40.0,16.684805300587964,1,0,1,1,1,3,1,1,0
228,112500.0,2.0,47.0,2.0671197902763234,1,1,1,1,1,0,1,1,0
229,72000.0,3.0,41.0,9.150085217355592,1,0,0,0,1,3,1,1,0
230,179100.0,5.0,37.0,5.002156101768003,1,1,0,1,1,3,1,1,0
231,94500.0,1.0,40.0,17.2953585631464,1,0,0,1,0,1,1,3,0
232,180000.0,1.0,64.0,4.867998658425567,1,0,0,1,1,0,1,2,0
233,180000.0,2.0,43.0,6.614783328884235,1,1,1,1,0,0,1,1,0
234,112500.0,2.0,54.0,2.179373977562852,1,1,0,0,1,1,1,1,0
235,193500.0,2.0,52.0,2.346386304989151,1,0,0,1,1,1,1,0,0
236,180000.0,4.0,43.0,1.128017686879265,1,0,0,1,1,3,1,1,0
237,45000.0,3.0,31.0,10.946152213940051,1,0,0,0,1,3,1,1,0
238,157500.0,3.0,33.0,5.8344798318925095,1,0,0,1,1,0,1,0,0
239,81000.0,2.0,47.0,8.920101028768558,1,1,0,1,1,1,1,1,0
240,180000.0,2.0,26.0,1.7823774615495185,1,0,0,1,0,0,1,0,0
241,67500.0,2.0,43.0,0.7748276829777476,1,1,0,1,1,0,1,1,0
242,157500.0,2.0,54.0,7.605905665414074,1,0,0,1,1,1,2,1,0
243,202500.0,2.0,52.0,23.6801577034436,1,0,0,1,0,0,1,1,0
244,135000.0,3.0,32.0,1.8782042067941165,1,0,1,1,2,1,1,0,0
245,126000.0,2.0,63.0,42.87836163644702,1,1,0,1,1,1,1,1,0
246,67500.0,4.0,35.0,0.6817388447401383,1,1,0,1,1,0,1,1,0
247,157500.0,2.0,41.0,6.71334798113582,1,0,1,1,1,0,1,1,0
248,234000.0,2.0,57.0,7.786607527875316,1,0,1,1,1,0,1,2,0
249,166500.0,2.0,30.0,11.031027331156697,1,0,0,1,2,0,1,1,0
250,157500.0,2.0,49.0,8.101466833678995,1,1,0,0,0,0,1,1,0
251,180000.0,2.0,56.0,0.0,0,1,0,1,0,2,1,1,0
252,157500.0,2.0,30.0,4.783123541208923,1,0,0,1,0,0,1,1,0
253,180000.0,1.0,27.0,5.259519360424923,1,1,1,0,2,0,3,2,0
254,103500.0,1.0,65.0,0.0,0,1,0,1,1,2,1,2,0
255,157500.0,3.0,41.0,4.095908882454808,1,0,0,1,1,0,1,2,0
256,117000.0,1.0,48.0,2.1273537444300703,1,1,0,0,1,1,2,2,0
257,135000.0,3.0,43.0,4.213638883755313,1,1,0,1,1,1,1,1,0
258,90000.0,1.0,55.0,1.9712930450317248,1,1,0,1,1,1,1,3,0
259,81000.0,1.0,64.0,0.0,0,1,0,1,1,2,1,4,0
260,247500.0,2.0,31.0,6.967973332785752,1,1,0,1,1,0,1,1,0
261,135000.0,5.0,38.0,2.7844514261073123,1,0,0,0,1,1,5,1,0
262,67500.0,1.0,69.0,0.0,0,0,0,1,1,2,1,4,0
263,180000.0,1.0,64.0,0.0,0,0,0,0,1,2,1,4,0
264,135000.0,1.0,60.0,0.0,0,0,1,1,0,2,1,3,0
265,360000.0,3.0,32.0,6.776319842296556,1,0,1,1,0,0,1,1,0
266,67500.0,2.0,63.0,0.0,0,0,0,0,3,2,1,1,0
267,67500.0,6.0,37.0,0.7666139619567821,1,0,0,0,1,1,1,1,0
268,202500.0,1.0,61.0,41.17264557109318,1,0,1,1,0,3,1,2,0
269,162000.0,2.0,59.0,0.0,0,1,0,0,1,2,1,1,0
270,247500.0,2.0,40.0,5.122624010075498,1,0,1,1,0,1,1,1,0
271,180000.0,2.0,35.0,4.514808654524049,1,0,1,1,0,1,1,1,0
272,67500.0,2.0,51.0,5.883762158018302,1,1,0,0,1,0,1,1,0
273,675000.0,2.0,52.0,2.4997090973805074,1,0,1,1,1,1,1,0,0
274,117000.0,3.0,42.0,5.642826341403314,1,0,0,1,1,3,1,1,0
275,108000.0,3.0,45.0,1.1800379200120468,1,1,1,0,0,1,1,1,0
276,202500.0,1.0,49.0,27.595364723437168,1,1,0,1,1,0,1,2,0
277,78750.0,2.0,34.0,5.599019829291498,1,1,0,0,1,0,3,1,0
278,360000.0,2.0,62.0,0.0,0,0,0,1,0,2,1,1,0
279,112500.0,2.0,56.0,1.8426114157032656,1,0,1,1,1,2,1,1,0
280,450000.0,2.0,59.0,12.758646652566446,1,1,0,1,1,0,1,1,0
281,157500.0,2.0,46.0,10.004312203536006,1,0,0,1,1,1,1,0,0
282,135000.0,2.0,42.0,14.341156902605803,1,0,1,1,1,3,1,1,0
283,99000.0,2.0,28.0,3.753670506581244,1,1,0,1,0,0,1,1,0
284,135000.0,2.0,47.0,15.077653887485711,1,1,0,0,1,0,1,1,0
285,270000.0,1.0,47.0,5.382725175739406,1,0,0,1,1,1,1,2,0
286,202500.0,2.0,44.0,11.584084546568375,1,1,1,1,2,1,1,1,0
287,117000.0,2.0,64.0,0.0,0,0,0,0,1,2,1,1,0
288,166500.0,1.0,59.0,0.0,0,0,0,1,1,2,1,3,0
289,60750.0,4.0,30.0,5.423793780844234,1,1,0,1,0,1,1,1,0
290,157500.0,2.0,39.0,17.541770193775367,1,0,0,0,2,0,3,1,0
291,157500.0,2.0,46.0,2.855637008289013,1,1,0,1,1,1,1,1,0
292,157500.0,2.0,55.0,2.869326543323956,1,1,0,1,1,0,1,1,0
293,279000.0,2.0,46.0,10.464280580710076,1,1,0,1,1,0,0,1,0
294,139500.0,2.0,49.0,23.21471351225556,1,1,0,1,0,3,1,1,0
295,90000.0,1.0,51.0,3.8002149257000486,1,0,0,1,1,1,1,2,0
296,135000.0,2.0,46.0,25.380397954783465,1,0,0,1,1,0,2,2,0
297,180000.0,2.0,36.0,5.511406805067866,1,1,0,0,1,0,0,2,0
298,157500.0,1.0,58.0,10.65867197820626,1,0,0,0,1,0,2,4,0
299,202500.0,1.0,37.0,15.682731336030171,1,1,0,1,0,1,1,2,0
300,180000.0,1.0,65.0,0.0,0,1,1,0,0,2,1,3,0
301,112500.0,2.0,47.0,2.2478216527375645,1,1,0,0,1,1,3,1,0
302,175500.0,2.0,42.0,6.097318904563406,1,1,0,1,0,1,1,1,0
303,112500.0,2.0,41.0,2.450426771254714,1,0,1,1,1,0,1,1,0
304,90000.0,1.0,55.0,1.9712930450317248,1,0,0,1,1,1,1,3,0
305,72000.0,2.0,50.0,2.844685380261059,1,0,0,1,1,0,1,1,0
306,450000.0,2.0,46.0,2.847423287268048,1,0,0,1,0,1,1,1,0
307,81000.0,2.0,50.0,1.0924248957884146,1,0,0,1,1,1,1,1,0
308,117000.0,2.0,50.0,0.0,0,0,0,1,0,2,1,1,0
309,225000.0,1.0,50.0,4.388864932202577,1,1,0,1,0,1,1,2,0
310,54000.0,4.0,36.0,0.8651786142083684,1,0,0,1,0,1,1,1,0
311,540000.0,1.0,58.0,0.7145937288240005,1,0,0,1,1,1,1,3,0
312,135000.0,3.0,28.0,3.170496314092692,1,1,1,1,0,1,1,1,0
313,85500.0,3.0,28.0,2.658507703785841,1,0,1,0,0,3,1,1,0
314,121500.0,1.0,34.0,3.537375853029152,1,1,0,0,1,1,1,2,0
315,112500.0,1.0,46.0,3.7427188785532897,1,1,0,1,1,0,1,2,0
316,328500.0,2.0,35.0,5.475814013977015,1,1,1,0,1,1,1,1,0
317,112500.0,2.0,59.0,0.0,0,0,0,1,1,2,1,0,0
318,112500.0,4.0,31.0,11.178874309534075,1,1,1,1,0,0,1,1,0
319,99000.0,1.0,28.0,3.186923756134622,1,1,0,1,1,0,1,2,0
320,180000.0,1.0,43.0,18.590388577451968,1,1,1,0,1,1,1,3,0
321,135000.0,3.0,31.0,6.792747284338487,1,0,1,1,0,1,1,1,0
322,134995.5,3.0,36.0,5.193809592257199,1,1,0,1,1,0,1,0,0
323,135000.0,3.0,40.0,4.350534234104739,1,0,0,0,1,0,1,1,0
324,112500.0,1.0,59.0,0.0,0,0,0,1,1,2,1,4,0
325,112500.0,2.0,35.0,2.0452165342204154,1,1,0,1,1,1,1,0,0
326,135000.0,3.0,28.0,0.7638760549497936,1,0,0,1,1,0,3,0,0
327,202500.0,2.0,65.0,0.0,0,0,0,1,1,2,1,1,0
328,157500.0,2.0,64.0,0.0,0,0,0,1,1,2,1,1,0
329,202500.0,1.0,63.0,0.0,0,0,0,1,0,2,1,3,0
330,180000.0,3.0,44.0,8.572386838881018,1,0,0,1,1,0,1,1,0
331,108000.0,4.0,38.0,3.622250970245796,1,0,0,0,1,1,1,1,0
332,103500.0,1.0,48.0,5.842693552913476,1,0,0,1,1,0,1,2,0
333,126000.0,2.0,60.0,1.8042807176054263,1,1,0,1,1,1,1,1,0
334,126000.0,1.0,57.0,1.2128928040959088,1,1,1,0,1,0,1,3,0
335,99000.0,2.0,49.0,1.10063861680938,1,1,0,1,1,3,1,2,0
336,166500.0,2.0,41.0,8.599765908950902,1,1,1,1,1,0,1,0,0
337,360000.0,3.0,41.0,5.262257267431911,1,1,0,0,0,1,1,0,0
338,157500.0,2.0,34.0,3.6277267842597727,1,0,0,1,0,1,1,1,0
339,292500.0,4.0,39.0,8.271217068112282,1,1,1,1,0,1,1,1,0
340,135000.0,2.0,27.0,1.4264495506410124,1,1,0,0,1,0,1,1,0
